,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,LastGame_home,LastGame_away,PastShot_home,PastShot_away,PastGoaldiff_home,PastGoaldiff_away
1271,21,5,16,2,8,7,12,4,0,1,0,0,1752.214838319379,1494.8211470786346,6,7,165,123,22,0
1272,16,21,9,13,7,6,6,5,2,3,0,0,1547.4510580877218,1721.4624223357182,7,7,117,152,5,8
1273,14,15,4,10,7,9,3,5,0,3,0,0,1494.1745057658525,1387.0129968605756,7,7,137,111,-5,-5
1274,25,13,16,9,10,5,7,6,0,2,0,1,1683.4176137216468,1409.735113791615,7,7,164,117,17,-13
1275,7,16,4,10,8,12,4,5,3,2,0,0,1402.1493599896032,1670.2746630385254,7,7,121,172,-14,11
1276,11,7,4,4,14,13,10,6,0,1,0,0,1615.8324630924462,1400.5636746645173,8,8,135,100,-1,-11
1277,15,18,10,12,10,12,8,3,2,3,0,0,1404.1476385478893,1412.8332188873378,8,8,125,124,-13,1
1278,19,17,13,9,12,9,2,10,3,1,0,1,1489.3302347381618,1653.853853292951,9,8,139,154,2,1
1279,12,7,7,1,7,14,7,4,2,2,0,0,1694.977132284313,1596.1030955246777,7,6,170,129,14,-2
1280,17,17,12,11,10,7,6,10,1,2,0,0,1409.551438956411,1548.7789137165948,7,7,110,88,-11,-4
1281,21,6,15,2,12,5,17,5,2,0,0,0,1651.5111231325086,1484.6362414974355,5,7,151,137,1,-5
1282,22,11,18,8,7,8,8,2,1,0,0,0,1844.068972067663,1405.1346474848194,7,6,133,130,3,-10
1283,13,11,11,8,9,8,7,2,3,2,0,1,1494.6296904346093,1529.5469085654456,7,7,111,125,-3,2
1284,16,12,8,7,8,7,6,5,1,1,0,0,1469.065008525684,1491.6729648986043,7,5,103,145,-1,3
1285,13,7,8,4,9,7,13,2,1,1,0,0,1396.5512611289926,1377.4468907438154,7,7,112,119,-6,-15
1286,10,15,7,12,8,7,7,12,2,2,0,1,1420.2930422322859,1683.601288556851,7,8,104,172,-11,18
1287,22,3,12,2,11,7,9,0,2,2,0,0,1411.8462099504077,1431.7315825545668,7,8,128,109,1,-7
1288,13,7,7,4,11,18,5,1,4,2,0,1,1739.3665718579944,1752.4062949634042,9,9,157,163,10,23
1289,17,13,14,6,7,10,3,7,1,1,0,0,1430.0746591251695,1377.7624220799771,6,7,102,112,-9,-4
1290,28,7,15,1,9,12,13,0,1,1,0,0,1595.5144496229073,1496.1034106681625,7,7,119,113,-5,-2
1291,16,14,9,6,6,11,8,4,1,3,0,0,1490.2265847437102,1382.8679267935827,7,7,143,120,1,-11
1292,17,3,6,0,11,11,9,1,1,1,0,0,1528.0731883318924,1470.5113886805782,7,7,115,112,0,-2
1293,15,10,7,5,8,6,7,5,0,0,0,0,1396.2357297928309,1741.045947620868,7,5,117,150,-12,13
1294,10,8,5,4,8,11,7,5,2,4,0,0,1404.987177827692,1428.0247073824705,7,6,128,105,-10,-6
1295,16,19,8,12,5,14,4,10,1,2,0,0,1575.462425879423,1651.950610366958,8,8,95,167,-3,6
1296,15,12,9,8,13,10,4,6,2,3,0,0,1750.7269192005306,1695.5657781860834,6,8,152,158,22,16
1297,11,19,3,12,5,7,5,10,1,2,0,0,1484.1967542629861,1844.2164417247905,8,8,126,143,-9,4
1298,16,8,12,4,6,8,6,0,1,2,0,0,1675.8696234066663,1413.503133379805,7,7,163,142,13,-2
1299,17,8,7,5,10,7,5,9,3,0,0,0,1411.3195301618448,1381.307030659232,3,3,115,131,-8,-10
1300,18,18,9,14,5,11,4,6,2,2,0,0,1387.47793366954,1505.081968702901,3,3,127,109,-10,-3
1301,10,8,4,6,10,8,7,15,2,3,1,0,1550.645277388037,1693.6362835413922,3,3,103,147,-5,12
1302,13,4,6,4,8,13,9,2,1,2,0,0,1586.5358915881689,1479.0644509595616,4,4,140,110,-3,1
1303,13,14,8,12,7,8,3,10,1,0,0,0,1491.787480878061,1853.0265654564223,4,3,141,149,3,6
1304,20,2,16,0,7,5,5,2,2,1,0,0,1752.6564138452218,1445.5339515406224,3,4,149,99,21,-5
1305,21,14,11,8,9,10,10,1,1,0,0,0,1519.520126052909,1396.5175510433019,4,4,113,117,-2,-3
1306,17,17,9,13,10,11,8,11,2,2,0,0,1475.3866305313543,1412.7592310199618,3,3,120,138,-11,-2
1307,15,18,10,10,16,12,7,14,1,2,0,0,1395.4047132716548,1676.7677588583442,4,3,127,172,-11,7
1308,16,20,10,10,14,8,7,4,2,2,0,0,1676.6135257665094,1741.876964142044,4,5,165,145,13,10
1309,4,12,3,7,9,11,4,4,1,1,0,0,1407.147342894081,1502.5565313359334,6,5,125,124,-5,-4
1310,24,9,15,6,10,12,9,3,1,1,0,0,1743.2186983177965,1481.2664890788094,4,5,144,135,6,-8
1311,28,5,13,2,5,15,9,2,1,0,0,0,1672.7535394236563,1385.4792179269957,5,6,175,127,5,-5
1312,17,9,9,5,12,10,10,2,2,1,0,1,1863.5475572556738,1399.4189327063427,5,5,146,128,9,-9
1313,7,10,2,4,13,10,7,7,3,0,0,0,1443.956353434496,1537.6080291337153,5,5,90,97,-6,-8
1314,12,9,8,3,6,14,5,6,0,1,0,0,1428.320872340918,1589.0034805604978,5,5,143,141,-1,0
1315,7,18,3,9,8,8,5,9,0,1,0,0,1413.4811457602775,1754.2340119513483,5,5,124,150,-2,20
1316,23,6,17,4,3,12,13,3,2,3,0,1,1706.6735317957139,1383.3582881471934,6,7,142,120,14,-9
1317,8,19,4,8,7,6,3,10,1,1,0,0,1509.2016142252476,1675.271791590757,7,5,114,165,-1,12
1318,7,12,4,7,9,12,5,11,1,3,0,0,1476.5968619872326,1459.8249892103981,6,6,105,120,-2,-6
1319,15,5,7,2,7,11,7,0,0,2,0,0,1665.3197737721443,1512.4193087680917,4,4,189,124,5,-2
1320,16,6,7,3,11,13,12,4,2,2,0,0,1700.4282714122164,1457.0914460915162,4,4,145,120,13,-6
1321,13,8,9,5,11,8,3,6,0,0,0,0,1397.2845654619227,1389.603548530691,5,4,115,113,-9,-7
1322,16,12,5,9,7,13,9,2,1,1,0,0,1735.8173722671932,1534.9477146609947,5,5,161,99,4,-5
1323,26,10,13,5,8,10,17,3,2,2,0,0,1865.2681363333247,1392.9129835785077,5,5,153,122,14,-5
1324,18,11,9,6,9,6,4,3,0,0,0,0,1505.4994698724602,1488.6678151294127,4,5,107,140,-5,-6
1325,12,10,3,6,14,5,8,5,2,3,0,1,1446.6166679072164,1397.6983536286918,5,5,83,124,-8,-12
1326,14,12,8,7,8,4,10,5,1,2,0,0,1479.3304051061145,1678.9739359435443,4,4,100,173,0,14
1327,8,25,5,11,7,6,1,10,1,1,0,0,1433.1888005072913,1746.174342839541,6,6,147,153,0,17
1328,10,13,2,8,10,8,2,7,0,2,0,0,1421.5408148720849,1584.1355523941245,6,6,114,141,-4,2
1329,10,8,2,4,11,6,14,0,2,4,0,0,1544.9423071370738,1488.2060197696399,2,2,108,98,-2,0
1330,14,8,7,3,8,7,8,3,2,1,0,0,1409.0715143805944,1452.2061578655102,2,2,113,90,-3,-6
1331,21,17,8,10,6,12,4,3,0,1,0,1,1482.8918113140849,1708.0404046630492,2,2,136,152,-4,12
1332,9,13,6,6,12,12,2,5,2,1,1,0,1449.4793128406834,1511.275473687788,2,2,118,113,-8,-5
1333,9,15,5,10,9,10,0,5,3,2,0,0,1385.0124788178632,1725.822779791114,2,2,101,163,-7,3
1334,10,18,8,10,13,7,5,6,1,2,1,0,1726.7081280120158,1674.8578255812904,2,4,159,179,11,7
1335,20,8,14,2,3,14,14,7,0,5,0,0,1670.098321280019,1420.442711423621,3,2,176,116,13,-6
1336,20,10,10,9,9,6,9,6,1,0,0,0,1392.108863670398,1452.6550153348164,3,2,122,137,-11,-1
1337,10,12,4,7,7,11,5,10,1,3,0,0,1585.2336558425884,1401.8756351747504,3,4,143,113,1,-7
1338,10,6,6,6,16,15,4,4,1,2,0,0,1502.8812569589456,1849.109605531238,5,4,116,167,-5,18
1339,14,11,7,4,5,15,6,4,1,3,0,0,1685.6459621966746,1582.4346522629246,8,7,174,135,12,1
1340,17,7,11,4,12,11,9,3,1,1,0,0,1541.8491744343748,1564.0163301873786,12,3,108,132,-4,0
1341,15,17,11,7,14,11,0,9,1,1,1,0,1406.5538293108757,1502.336505426396,12,12,115,150,-4,-5
1342,21,9,10,4,9,9,8,2,3,1,0,0,1726.0557048742985,1453.4945527281088,12,11,166,134,6,2
1343,13,3,5,1,6,11,11,1,0,3,0,0,1647.6144392639019,1454.723842935229,11,12,180,88,2,-3
1344,19,11,9,5,7,7,11,3,0,1,0,0,1829.249242897757,1404.6746387544142,10,10,166,117,14,-4
1345,22,5,10,3,6,12,8,1,1,3,0,0,1704.0642842722207,1384.7795537346788,3,12,180,101,12,-6
1346,16,7,8,4,6,14,10,5,0,1,0,0,1404.8950705069653,1512.5058331782022,11,12,114,113,-5,-4
1347,9,15,4,9,5,9,3,2,0,4,0,0,1522.7416195924266,1448.2489533502692,11,13,120,115,-4,-7
1348,9,14,5,9,9,9,9,2,0,0,0,0,1491.2991524723388,1688.5957105507382,13,13,86,156,0,9
1349,7,12,4,8,16,15,4,5,3,3,0,0,1391.2693262771056,1753.9515143294043,13,13,124,151,-12,12
1350,15,11,8,8,10,13,5,5,0,2,0,0,1390.3376332163305,1655.6357180204618,7,7,108,175,-12,2
1351,15,14,8,8,15,13,5,8,2,2,0,0,1554.7605327122349,1426.0941388068265,7,7,126,117,-1,-1
1352,10,15,7,9,8,12,2,6,0,4,0,0,1482.796195930445,1541.8631720058606,7,6,141,119,-5,-4
1353,5,19,3,9,5,4,1,11,0,0,0,0,1512.8370190828798,1742.9495128988156,7,7,111,175,-2,6
1354,16,9,8,4,10,15,7,1,2,2,0,0,1429.127400936835,1391.1999925630228,6,5,112,118,-7,-11
1355,10,15,3,6,10,10,5,1,0,0,0,0,1446.702564178669,1404.5638846022878,7,7,82,121,2,-3
1356,7,11,2,4,9,6,2,4,0,0,0,0,1436.6007447035918,1511.1155116346508,7,6,134,86,2,1
1357,13,11,9,5,11,8,12,3,1,0,1,0,1378.1890447542826,1551.1049719095186,7,7,93,113,-8,-5
1358,12,9,6,5,15,6,0,5,5,2,0,0,1668.7793513884262,1843.5862484358408,7,8,158,170,5,16
1359,13,12,7,7,7,10,9,4,2,1,0,0,1754.0208480434871,1710.6547932526169,6,8,147,182,12,10
1360,9,17,4,11,12,9,3,9,1,2,0,0,1563.6971697986046,1773.324260048289,10,9,124,148,-3,11
1361,11,8,7,3,9,14,9,2,1,3,0,0,1843.7861324250973,1446.052066911189,9,10,166,75,16,2
1362,7,20,5,10,10,19,1,11,2,3,0,1,1491.4564629903132,1733.0878035036053,10,10,88,176,0,7
1363,20,10,13,6,7,7,5,0,0,1,0,0,1691.351381247815,1362.1439956829283,9,10,171,106,7,-13
1364,5,23,1,14,6,8,5,4,1,3,0,0,1377.9905725615665,1635.7535531811575,10,10,102,177,-8,-1
1365,23,3,15,3,3,12,9,3,0,1,0,0,1551.3034441022346,1458.1833978169295,11,11,119,119,-2,-6
1366,23,9,12,5,9,17,14,2,1,2,0,0,1417.1575017204568,1522.2315829564418,11,11,125,124,-1,-5
1367,14,16,8,7,8,10,6,6,1,1,0,0,1410.2197980556348,1668.5794673991697,11,10,115,150,-9,3
1368,13,15,6,11,6,7,8,7,1,0,0,0,1502.4277849798639,1405.2143818697677,11,11,138,120,-2,-3
1369,10,12,6,4,6,14,3,6,1,1,0,0,1456.2597933479294,1522.69872847809,11,11,128,109,4,-1
1370,20,3,11,3,9,14,11,1,2,3,0,1,1658.7638196515015,1416.74279994939,3,3,146,132,3,-1
1371,16,11,10,8,8,7,4,6,1,3,0,0,1753.4954875479496,1511.0010296205983,4,3,158,141,10,-2
1372,22,10,9,6,6,6,4,7,0,0,0,0,1493.6303677552874,1420.035445803303,3,3,106,121,-5,-7
1373,13,14,8,6,7,14,7,3,0,3,1,0,1449.3580462789182,1377.8352871481843,3,4,109,100,-5,-8
1374,9,4,6,2,12,6,5,5,0,1,1,0,1430.6080117346885,1485.3281540707321,4,3,75,121,-2,8
1375,18,15,11,8,11,6,8,7,2,1,0,0,1396.6411372290333,1501.302607836035,3,4,126,89,-1,0
1376,2,8,1,4,12,8,4,3,2,0,0,0,1337.492723464745,1583.525942298944,4,4,109,122,-16,-1
1377,19,14,10,10,14,13,6,6,2,1,0,0,1723.2416586578836,1859.230187601598,5,5,179,154,4,18
1378,16,13,8,8,6,11,4,4,1,2,0,0,1522.6462847275086,1560.128795640246,4,4,125,133,-3,-2
1379,15,9,10,6,6,11,7,4,2,2,0,0,1635.9088385945397,1716.0026534659983,6,6,183,166,2,6
1380,7,25,5,13,11,10,5,6,1,1,0,0,1391.84819207833,1447.4736095066285,7,7,121,108,-9,-6
1381,13,10,8,6,19,10,7,7,3,2,0,0,1401.7595259085988,1347.0402417434054,7,7,118,104,-6,-12
1382,10,8,7,7,13,12,2,4,0,3,0,0,1573.9784240202837,1732.3112694510737,7,6,123,177,0,1
1383,11,12,4,4,12,6,5,4,1,2,0,0,1486.516821698909,1429.5459870032178,7,7,133,77,-6,-4
1384,11,9,6,6,10,11,4,3,1,1,0,0,1850.1605768084078,1644.332465877973,6,5,157,181,17,3
1385,8,10,5,8,7,7,7,3,2,1,0,0,1486.3901788022029,1683.6584275225616,7,7,107,150,10,5
1386,16,18,9,11,6,12,6,8,0,2,0,0,1502.1982995614662,1511.9062876499916,7,7,94,123,3,1
1387,18,7,9,3,7,9,4,3,2,1,0,0,1707.579026182565,1540.8844273970674,5,6,160,125,7,1
1388,9,17,5,10,15,5,5,8,3,0,0,0,1541.8906529706871,1777.9796954696387,7,8,139,153,-2,9
1389,10,26,8,16,6,11,12,8,1,0,0,0,1379.719723920474,1395.745445503602,8,8,99,129,-8,-2
1390,25,8,16,1,7,13,14,7,0,1,0,0,1713.8274544020028,1397.8466243325424,14,14,172,114,-2,-6
1391,20,2,13,2,6,10,10,3,0,2,0,0,1780.3715271333908,1423.3256532244081,13,14,163,125,11,-7
1392,13,7,8,6,8,8,3,3,1,1,0,0,1523.5960205809608,1372.469421684685,14,13,121,98,-2,-9
1393,17,7,8,3,17,12,6,5,1,4,1,0,1415.9961483605503,1509.102283019076,14,14,127,132,-6,-3
1394,18,10,13,4,6,8,7,0,1,1,0,0,1402.9957477393912,1484.4977226774329,13,14,142,93,3,8
1395,14,10,6,3,8,8,14,7,0,4,0,0,1350.9531433194618,1539.498821306935,14,13,107,131,-12,-4
1396,21,8,13,4,15,12,7,5,3,3,0,1,1685.5508836473316,1724.8674329986716,15,15,148,162,5,11
1397,16,11,7,9,9,10,4,4,1,2,0,0,1517.2151921040836,1860.659035285397,15,15,128,146,0,15
1398,9,11,6,6,13,7,8,4,1,0,0,0,1406.960525683051,1496.8893951073742,15,15,79,94,-6,0
1399,15,17,9,12,9,5,4,8,1,0,0,0,1420.7427032341282,1536.6679762949987,7,7,110,125,-9,-2
1400,12,10,4,7,11,9,12,0,0,1,0,0,1633.8340074009836,1693.3693359216056,21,6,169,157,1,9
1401,23,8,10,5,13,8,7,4,0,0,0,0,1782.9544771236708,1394.2238199907054,7,7,168,108,13,-7
1402,22,8,10,5,16,15,7,7,1,2,0,0,1407.7588528948593,1592.4622390693546,7,21,133,105,-5,2
1403,11,7,7,5,10,16,8,2,0,2,0,0,1418.359605734691,1512.359298109757,6,6,80,137,-5,-1
1404,19,13,11,6,9,10,14,5,3,1,0,0,1418.9777189804975,1717.4502587438399,7,7,147,187,6,1
1405,14,12,8,8,15,7,8,4,2,2,0,1,1353.7839883313982,1485.490315055734,7,6,106,102,-12,-2
1406,25,8,19,3,7,9,7,7,1,2,0,0,1517.339578484767,1378.7222067249181,8,8,123,95,-4,-8
1407,24,7,12,6,14,14,19,4,5,3,0,1,1517.3432355407276,1468.5157514363266,8,8,117,95,-2,5
1408,18,6,9,5,8,10,7,3,1,2,0,0,1717.0489807243976,1865.5149292797237,7,7,154,138,8,14
1409,19,5,8,1,9,11,10,4,2,0,0,0,1539.176758075111,1518.580806674204,7,6,132,135,-1,6
1410,11,17,7,11,13,13,10,6,2,2,0,0,1393.7663225432486,1404.758670488489,7,7,108,138,-10,-4
1411,21,8,11,3,12,15,14,1,1,2,0,1,1708.9113901619469,1422.6248526668487,7,7,180,89,0,-1
1412,9,21,5,9,13,11,0,8,2,2,0,0,1595.4624214757248,1699.854574381621,7,6,100,153,1,4
1413,6,9,1,5,13,15,3,2,1,1,0,0,1477.357576769088,1619.1779444382255,6,7,85,162,4,-2
1414,14,12,7,8,10,10,3,4,1,2,0,0,1377.480978535481,1418.233921454016,6,7,85,108,-13,-8
1415,20,6,9,3,5,13,8,5,0,1,0,1,1882.7093356225002,1427.5165875623904,7,8,130,152,11,6
1416,13,18,6,9,12,7,3,5,4,4,0,0,1508.0940511775993,1337.664680016494,8,8,126,105,-2,-14
1417,8,18,5,13,9,14,7,9,0,2,0,0,1501.6096233706382,1783.4119745711275,8,8,110,171,1,12
1418,21,5,13,3,11,12,6,3,2,3,0,0,1708.0253988843638,1508.5014102079663,9,8,159,120,9,-1
1419,15,5,10,3,6,7,4,4,1,4,0,0,1617.814512584427,1596.7492558097706,3,3,153,100,-3,2
1420,14,10,7,7,8,7,6,2,0,0,0,0,1517.5748547295912,1503.2783350379289,7,6,131,111,5,2
1421,20,8,6,2,8,10,13,5,2,4,0,0,1347.51059810269,1427.4817728394564,6,6,114,151,-9,4
1422,15,12,10,5,8,15,4,5,0,3,0,0,1508.403014488437,1498.2481330914034,6,7,113,131,-4,0
1423,7,22,3,18,6,11,4,7,1,1,1,0,1358.1582056210189,1882.7441503454343,8,7,93,133,-15,8
1424,16,2,9,0,13,10,7,8,0,1,0,0,1437.556694368478,1478.7210086228865,10,10,115,79,-6,5
1425,7,12,2,8,11,11,4,6,2,1,0,0,1596.5125055233723,1708.123794603893,8,9,92,157,-2,10
1426,20,6,10,5,8,7,11,4,1,2,0,0,1781.743262903837,1709.0790732423918,10,11,171,177,11,1
1427,10,18,5,11,8,6,7,17,0,0,0,0,1403.7242777700683,1618.0512628708252,11,8,143,140,-5,0
1428,24,8,18,2,10,10,13,1,1,1,0,0,1698.5677400475752,1422.4571695864038,11,11,162,90,3,-2
1429,20,3,12,2,6,13,15,5,0,5,0,0,1727.8883423993832,1540.1827100197238,3,14,153,141,10,0
1430,12,10,6,4,8,3,11,4,0,2,0,0,1394.8007152616694,1437.7336276044498,14,4,115,121,-7,-5
1431,10,19,5,7,9,11,6,5,1,2,0,0,1709.0053306103,1688.5861964008966,3,3,167,166,2,2
1432,12,6,9,5,14,10,6,0,1,2,0,0,1617.7106256012537,1337.8305356865353,3,7,143,124,-3,-9
1433,15,10,11,6,13,7,5,5,2,2,1,0,1498.0795726570389,1328.0414436072726,6,6,125,92,-1,-20
1434,10,16,3,11,15,12,5,7,1,2,0,0,1432.4387132330824,1781.8170055359287,3,3,86,166,-2,13
1435,15,10,8,6,11,9,5,2,2,3,0,1,1478.5440753869148,1404.0649150396398,4,3,73,147,2,-3
1436,10,15,3,8,10,10,3,3,1,2,0,0,1523.0646024778591,1576.747957727882,7,3,107,89,5,-2
1437,14,10,6,7,10,4,10,4,0,1,0,0,1437.161835255611,1508.5715749228016,8,7,149,123,5,-1
1438,19,5,16,4,17,6,7,1,1,0,0,0,1912.8609123591805,1497.7885872896609,8,9,129,134,14,2
1439,9,12,5,9,13,5,6,4,1,0,0,0,1540.1412328454746,1699.0640437645743,7,7,132,162,-5,1
1440,16,9,9,5,8,12,5,2,2,1,0,0,1596.6909985715768,1402.2638731780678,7,6,93,155,2,4
1441,14,16,9,8,11,9,6,7,1,2,0,0,1497.785252021762,1498.1001053194032,5,7,118,127,0,-1
1442,19,8,10,4,11,13,17,5,1,1,0,0,1791.4507875125876,1478.5738341653516,7,7,172,78,10,1
1443,10,13,8,7,13,9,4,6,5,2,0,0,1404.035156261203,1727.9298195736324,7,7,148,156,-4,14
1444,13,6,11,2,14,13,8,1,2,4,0,0,1357.818576834116,1422.8049312564235,7,7,110,88,-5,-3
1445,14,19,8,11,11,11,13,4,1,1,0,0,1328.0209109449083,1394.9412291462702,7,7,93,114,-20,-6
1446,11,9,7,6,10,11,3,6,3,3,0,1,1543.4695370003449,1597.722584453673,7,8,123,137,-2,-1
1447,15,11,10,7,11,12,7,7,0,0,0,0,1698.5274832466223,1503.1215616341644,8,8,171,109,0,1
1448,11,14,6,6,8,5,2,10,1,1,0,0,1437.593113719849,1912.8642476270793,9,7,117,142,-5,18
1449,19,5,13,4,10,7,7,0,1,1,0,0,1503.11414071124,1543.5020718472636,5,5,111,125,-2,-1
1450,13,11,7,8,11,9,5,3,1,0,0,0,1414.904735769695,1497.8311519532135,7,7,121,115,-6,3
1451,19,13,10,7,14,11,5,3,2,2,0,0,1718.9791725784564,1357.85654096929,7,7,153,116,2,-2
1452,21,5,5,3,4,9,11,3,1,1,0,0,1597.6900496067544,1520.2261040315925,6,7,133,131,-3,-5
1453,14,9,11,5,7,17,2,4,0,3,0,0,1498.0542053879517,1596.7015461666447,7,7,136,102,-3,4
1454,14,9,6,5,7,11,3,8,1,1,0,0,1422.7669671212493,1308.0574043214835,7,7,91,102,-5,-21
1455,12,15,9,8,12,10,11,4,2,2,0,0,1488.5690540091994,1698.5349041695467,7,6,77,164,2,2
1456,9,16,6,10,5,7,8,4,1,1,0,1,1402.2533255829999,1417.9255749815595,7,5,148,113,3,-9
1457,12,7,7,2,13,14,7,6,2,4,0,1,1727.7537644038532,1781.4555676687398,8,8,155,179,14,9
1458,24,9,14,7,13,10,11,5,1,0,0,1,1932.5317863653688,1404.211211430982,6,8,137,143,17,-2
1459,7,7,3,3,9,9,5,4,3,0,0,0,1530.213193131681,1422.7772716203217,2,2,119,95,-5,-3
1460,22,3,12,0,7,12,5,2,0,2,0,0,1606.6662783666907,1478.635427050469,2,2,96,82,4,0
1461,11,12,9,4,5,16,7,11,1,3,0,0,1527.7812558663,1718.9817269123,2,2,116,153,3,3
1462,8,9,4,6,7,18,6,5,1,1,0,0,1563.4753645675364,1384.9546318566086,3,2,115,123,4,-6
1463,13,12,9,6,12,12,10,3,1,2,0,0,1708.4685311282772,1488.0894731879057,2,2,167,145,3,-3
1464,10,16,4,12,16,12,4,4,4,5,0,1,1417.9038185631985,1587.702960506666,3,3,115,143,-12,-1
1465,17,4,12,1,7,9,6,2,0,0,0,0,1781.428472002581,1402.275082001361,3,4,173,142,7,5
1466,16,9,8,6,9,10,6,9,2,0,0,0,1404.210259157851,1483.1408479909671,3,5,136,119,-6,-2
1467,11,8,8,3,8,14,7,3,1,2,0,0,1357.8539866354465,1932.5327386385,4,3,120,152,-1,18
1468,9,10,6,7,9,4,6,4,3,0,1,0,1308.0470998224112,1727.780860070012,4,3,98,155,-21,16
1469,16,22,8,17,10,5,3,5,1,2,0,0,1508.083699278225,1781.4308930882326,5,3,145,173,1,12
1470,15,12,6,8,4,11,8,4,0,1,0,0,1478.6258359172095,1278.4328784295724,5,3,75,102,-7,-21
1471,16,7,8,2,8,12,7,3,0,2,0,0,1483.1061671294447,1397.9592386962045,3,4,121,102,-5,-11
1472,15,16,10,6,13,11,6,8,3,1,0,0,1402.2726609157094,1404.2449400193734,3,3,131,149,1,-3
1473,24,10,16,4,9,7,11,4,3,3,0,0,1931.9322037799827,1520.2239357433618,4,6,149,115,15,-6
1474,18,12,8,7,15,13,9,3,2,3,0,0,1757.3950814628508,1358.4545214939637,5,5,149,121,19,2
1475,13,13,8,7,11,11,7,7,3,4,0,0,1737.3982919406635,1728.9213232219097,5,12,147,145,12,3
1476,12,10,7,5,11,8,8,5,0,2,0,1,1520.219706228004,1468.6338800216167,6,7,102,86,-10,-8
1477,9,12,6,5,8,13,9,7,1,1,0,0,1397.9344946475012,1478.257668081628,7,7,106,139,-8,-6
1478,7,20,5,12,19,7,8,10,2,1,0,0,1384.9473540541235,1483.130911178148,12,7,117,122,-10,-3
1479,15,9,9,5,11,16,4,0,1,2,0,0,1517.8416595566903,1378.451311016151,12,5,114,131,3,3
1480,16,7,11,2,8,10,4,5,0,2,0,0,1563.4826423700215,1432.7665290086409,12,12,114,94,4,-1
1481,12,17,5,8,13,10,4,13,4,0,1,0,1404.2161411259096,1688.474305037958,7,12,152,160,-3,0
1482,28,9,12,4,10,8,15,3,2,0,0,0,1607.64754037366,1402.3014598091731,12,8,136,128,-3,3
1483,20,17,11,10,8,11,5,2,1,2,0,0,1931.9364332953405,1606.67586949995,7,13,159,109,19,7
1484,7,17,4,9,6,10,7,4,0,1,0,0,1288.4248343251652,1811.2569242848294,8,8,100,179,-22,14
1485,17,12,6,11,9,16,9,6,1,2,0,0,1510.2467909574548,1375.0214863865458,3,3,101,110,-9,-10
1486,11,6,7,5,13,8,3,5,1,1,0,0,1616.6662001670784,1517.8621258050193,6,7,118,118,7,7
1487,8,15,3,9,9,4,5,7,4,0,0,0,1478.195483758867,1587.6652221463767,7,6,133,149,-9,-4
1488,6,17,4,10,8,10,2,6,1,2,0,0,1432.7316513014955,1727.4306739337917,7,7,92,150,-3,11
1489,12,16,6,9,8,16,7,5,1,0,0,0,1478.606795292166,1394.98664026078,7,4,88,112,-7,-7
1490,10,15,8,9,8,8,2,6,2,1,0,0,1493.0567788457256,1269.7306185411765,7,6,126,97,-2,-20
1491,13,8,7,5,14,16,10,3,0,4,0,0,1422.2837780364564,1490.2816370832206,6,4,111,109,0,-9
1492,10,11,8,3,14,12,4,1,2,1,0,0,1378.430844767822,1563.5175200771669,7,7,130,114,1,6
1493,25,11,18,7,9,8,8,5,0,1,0,0,1738.8889412287815,1404.4867045602207,8,8,139,139,3,-1
1494,19,0,8,0,5,14,6,1,0,0,0,0,1688.203741603647,1397.996678970262,8,8,168,108,-1,-7
1495,12,4,5,2,11,14,8,8,3,2,0,0,1829.9511400688182,1921.9461026282122,8,8,179,168,15,18
1496,18,7,5,4,11,7,5,4,0,0,0,0,1617.4021294384238,1517.7784561199524,3,3,155,113,0,2
1497,10,11,5,4,6,14,4,6,2,1,0,0,1423.2948676251199,1616.7498698521454,3,3,86,119,-2,9
1498,14,13,8,10,6,9,4,7,2,1,0,0,1404.9125765220751,1688.2483166277748,4,3,115,169,-6,-4
1499,17,12,6,6,9,5,4,4,0,3,0,0,1738.9453933243142,1562.5633773848886,3,4,156,118,10,7
1500,20,12,13,6,8,15,6,1,2,3,0,0,1736.8674576101673,1448.45857646682,7,7,146,125,8,-11
1501,4,21,2,10,10,8,4,19,1,2,0,1,1500.0527323463812,1706.3019060895745,8,4,107,174,-9,2
1502,11,17,6,13,14,8,4,4,1,4,0,0,1386.8589870602755,1412.5126827732959,4,8,121,106,-6,-4
1503,20,12,15,7,9,13,8,2,0,0,0,0,1537.6034394179185,1468.6808590308708,5,8,113,90,2,-3
1504,26,13,18,9,12,6,16,3,1,0,0,0,1921.4933586240438,1478.1134050866062,6,8,161,125,16,0
1505,14,19,9,12,12,7,2,6,4,3,0,0,1582.3857705068428,1830.4038840729866,4,6,117,171,9,13
1506,21,8,12,1,11,14,7,3,0,0,0,0,1404.430252464688,1414.342229035839,7,5,133,87,-5,-4
1507,7,18,1,10,7,10,3,7,0,0,0,0,1284.6739923002958,1625.7025084414263,8,5,105,122,-20,9
1508,12,19,7,9,14,12,5,6,2,1,0,0,1397.9521039461342,1379.3849874601003,8,9,106,126,-6,5
1509,23,9,13,5,15,13,7,4,2,4,0,0,1597.5771461404577,1719.12300020236,7,6,161,148,0,5
1510,18,8,6,5,13,4,8,2,1,0,0,0,1711.035200997064,1379.9439785120414,5,6,144,103,3,-7
1511,17,11,11,5,15,16,4,3,2,1,0,0,1627.2740846594504,1566.9371228487676,7,7,131,107,8,7
